Center Image,Left Image,Right Image,Steering,Throttle,Brake,Speed
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_107.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_107.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_107.jpg,0,1,0,30.19027
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_241.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_241.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_241.jpg,0,1,0,30.19028
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_309.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_309.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_309.jpg,-0.15,1,0,30.18556
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_377.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_377.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_377.jpg,-0.35,1,0,30.16307
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_445.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_445.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_445.jpg,-0.5000001,1,0,30.14553
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_515.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_515.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_515.jpg,-0.7,1,0,30.12175
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_582.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_582.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_582.jpg,-0.8500001,1,0,30.1056
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_654.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_654.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_654.jpg,-1,1,0,30.09354
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_720.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_720.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_720.jpg,-0.7984948,1,0,30.15877
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_790.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_790.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_790.jpg,-0.589971,1,0,30.19677
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_870.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_870.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_870.jpg,-0.3530431,1,0,30.20204
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_28_943.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_28_943.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_28_943.jpg,-0.1310605,1,0,30.1928
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_014.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_014.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_014.jpg,0,1,0,30.19023
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_088.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_088.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_088.jpg,0,1,0,30.18905
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_159.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_159.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_159.jpg,0,1,0,30.18916
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_228.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_228.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_228.jpg,0,1,0,30.19242
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_303.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_303.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_303.jpg,0,1,0,30.18774
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_440.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_440.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_440.jpg,0.2,1,0,30.1755
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_506.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_506.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_506.jpg,0.35,1,0,30.18944
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_579.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_579.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_579.jpg,0.5500001,1,0,30.03877
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_695.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_695.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_695.jpg,0.7,1,0,30.04687
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_721.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_721.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_721.jpg,0.9000002,1,0,29.89973
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_838.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_838.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_838.jpg,0.7784227,1,0,30.24306
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_29_979.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_29_979.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_29_979.jpg,0.3713582,1,0,30.08306
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_001.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_001.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_001.jpg,0.1590242,1,0,30.07868
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_151.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_151.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_151.jpg,0,1,0,30.4278
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_216.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_216.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_216.jpg,0,1,0,30.2844
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_285.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_285.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_285.jpg,0,1,0,30.40666
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_341.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_341.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_341.jpg,-0.15,1,0,30.1374
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_412.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_412.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_412.jpg,-0.3,1,0,30.16565
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_545.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_545.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_545.jpg,-0.6500001,1,0,30.1265
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_676.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_676.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_676.jpg,-0.4207955,1,0,30.18911
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_744.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_744.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_744.jpg,-0.2191965,1,0,30.19782
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_817.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_817.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_817.jpg,-0.000729635,1,0,30.1861
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_30_887.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_30_887.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_30_887.jpg,0,1,0,30.18949
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_026.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_026.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_026.jpg,0,1,0,30.19065
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_097.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_097.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_097.jpg,0,1,0,30.1904
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_166.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_166.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_166.jpg,0,1,0,30.19034
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_238.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_238.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_238.jpg,0,1,0,30.1903
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_306.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_306.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_306.jpg,0,1,0,30.1903
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_377.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_377.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_377.jpg,0,1,0,30.19034
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_448.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_448.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_448.jpg,0,1,0,30.19031
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_516.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_516.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_516.jpg,0,1,0,30.19034
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_589.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_589.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_589.jpg,0,1,0,30.19033
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_662.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_662.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_662.jpg,-0.2,1,0,30.17943
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_730.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_730.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_730.jpg,-0.01030314,1,0,30.18791
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_798.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_798.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_798.jpg,0,1,0,30.19064
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_866.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_866.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_866.jpg,0,1,0,30.19057
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_31_940.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_31_940.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_31_940.jpg,0,1,0,30.18923
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_013.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_013.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_013.jpg,0,1,0,30.19094
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_086.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_086.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_086.jpg,0,1,0,30.19075
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_157.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_157.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_157.jpg,-0.2,1,0,30.17999
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_229.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_229.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_229.jpg,-0.35,1,0,30.16337
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_303.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_303.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_303.jpg,-0.211118,1,0,30.1877
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_377.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_377.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_377.jpg,0,1,0,30.1892
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_448.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_448.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_448.jpg,0,1,0,30.19006
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_516.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_516.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_516.jpg,0,1,0,30.19032
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_590.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_590.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_590.jpg,0,1,0,30.19031
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_664.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_664.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_664.jpg,0,1,0,30.19038
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_737.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_737.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_737.jpg,-0.2,1,0,30.17995
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_811.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_811.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_811.jpg,-0.35,1,0,30.16405
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_885.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_885.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_885.jpg,-0.2224289,1,0,30.18704
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_32_957.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_32_957.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_32_957.jpg,-0.007133,1,0,30.18908
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_030.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_030.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_030.jpg,0,1,0,30.1906
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_103.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_103.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_103.jpg,0,1,0,30.19042
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_177.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_177.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_177.jpg,0,1,0,30.19035
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_252.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_252.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_252.jpg,0,1,0,30.19034
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_319.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_319.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_319.jpg,0,1,0,30.19033
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_394.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_394.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_394.jpg,0,1,0,30.19031
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_468.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_468.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_468.jpg,0,1,0,30.19034
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_542.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_542.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_542.jpg,0,1,0,30.19034
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_617.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_617.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_617.jpg,0,1,0,30.19033
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_689.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_689.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_689.jpg,0,1,0,30.19031
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_768.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_768.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_768.jpg,0,1,0,30.19031
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_841.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_841.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_841.jpg,-0.2,1,0,30.17943
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_913.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_913.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_913.jpg,-0.4,1,0,30.15736
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_08_33_985.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_08_33_985.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_08_33_985.jpg,-0.2168737,1,0,30.18701
